id,source,title,url,tone_score_distilbert-base-uncased-finetuned-sst-2-english,tone_score_std_distilbert-base-uncased-finetuned-sst-2-english,confidence_distilbert-base-uncased-finetuned-sst-2-english,chunks_distilbert-base-uncased-finetuned-sst-2-english,tone_score_ProsusAI__finbert,tone_score_std_ProsusAI__finbert,confidence_ProsusAI__finbert,chunks_ProsusAI__finbert,tone_score_cardiffnlp__twitter-roberta-base-sentiment-latest,tone_score_std_cardiffnlp__twitter-roberta-base-sentiment-latest,confidence_cardiffnlp__twitter-roberta-base-sentiment-latest,chunks_cardiffnlp__twitter-roberta-base-sentiment-latest,ensemble_tone_score,model_disagreement
1,guardian,"Miracle Mile: boy meets girl, romcom meets nuclear war",https://www.theguardian.com/culture/2026/apr/14/miracle-mile-romcom-meets-nuclear-war,0.7742034196853638,0.2232723832130432,0.7742034196853638,2,0.0,0.0,0.8423766791820526,2,0.0,0.0,0.7498306334018707,2,0.1662459671497345,0.31093895304282476
2,guardian,"North Korea rapidly expanding nuclear weapons capability, UN watchdog warns",https://www.theguardian.com/world/2026/apr/15/north-korea-nuclear-weapons-capability-un-watchdog-rafael-grossi,-0.9901011884212494,0.0009419023990631,0.9901011884212494,2,0.0467802882194519,0.8180781602859497,0.8180781602859497,2,0.0,0.0,0.8341053426265717,2,-0.020716806252797444,0.5743111362019969
3,guardian,"How ignorance, misunderstanding and obfuscation ended Iran nuclear talks",https://www.theguardian.com/world/2026/mar/18/ignorance-misunderstanding-obfuscation-iran-nuclear-talks-trump,-0.988345730304718,0.0115694333037687,0.988345730304718,5,-0.3837438344955444,0.3291253935614072,0.6605995893478394,5,-0.2236549258232116,0.2744859954851454,0.6772217631340027,5,-0.16342727804552545,0.4894194981618677
4,guardian,"Top Iranian nuclear scientists killed, Israel says – as it happened",https://www.theguardian.com/world/live/2026/mar/12/iran-war-live-updates-oil-trump-middle-east-crisis-israel-lebanon-iraq-latest-news,-0.9819042682647704,0.0179771628224079,0.9819042682647704,6,-0.7381051778793335,0.1079852058310681,0.7381051778793335,6,-0.3338363369305928,0.3340189969800624,0.7213731606801351,6,-0.2656440695735263,0.5139132200501704
5,guardian,Trump tells Kentucky rally Iran’s military and nuclear capabilities degraded,https://www.theguardian.com/us-news/2026/mar/11/trump-kentucky-rally-iran,0.2697544495264689,0.8995806530755025,0.9348440567652384,3,-0.3861907323201497,0.2771480521551052,0.6260501344998678,3,0.0,0.0,0.7053954601287842,3,0.1767154037394878,0.4290913971306246
6,guardian,How Trump officials created ‘nuclear option’ against protesters in church,https://www.theguardian.com/us-news/2026/mar/04/trump-church-protests,-0.5112324804067612,0.8246903383536209,0.9697947055101396,4,-0.1737825572490692,0.301000218624635,0.5912266373634338,4,-0.1538638621568679,0.2665000267044696,0.7794434726238251,4,0.09221861397833787,0.4703073522154549
7,guardian,Iran prepares nuclear counterproposal as US considers limited military strikes,https://www.theguardian.com/world/2026/feb/21/iran-nuclear-counterproposal-us-strikes-threat,-0.99355149269104,8.249282836914062e-05,0.99355149269104,2,-0.3251895904541015,0.3251895904541015,0.5574185997247696,2,0.0,0.0,0.8329675197601318,2,-0.16557816664377847,0.4547844191039055
8,guardian,Two people arrested after trying to enter UK nuclear submarine base,https://www.theguardian.com/uk-news/2026/mar/20/two-people-arrested-after-trying-to-enter-faslane-nuclear-base,-0.9965996146202089,0.0,0.9965996146202089,1,-0.7687580585479736,0.0,0.7687580585479736,1,-0.5491353273391724,0.0,0.5491353273391724,1,-0.38574883341789246,0.4456313223452563
9,guardian,US ‘restricts intelligence sharing with South Korea’ after minister identified suspected nuclear site,https://www.theguardian.com/world/2026/apr/21/us-reportedly-restricts-south-korea-intelligence-sharing-after-minister-identified-suspected-nuclear-site,-0.967858761548996,0.0280837714672088,0.967858761548996,2,-0.8583291172981262,0.029402732849121,0.8583291172981262,2,0.0,0.0,0.7222559750080109,2,-0.2947835624217987,0.48036414994943927
10,guardian,"UK needs nuclear deterrent independent from US, Ed Davey to say",https://www.theguardian.com/politics/2026/mar/15/uk-needs-nuclear-deterrent-independent-from-us-ed-davey-to-say,-0.9784427881240844,0.0156325101852417,0.9784427881240844,2,0.0,0.0,0.7140732407569885,2,0.0,0.0,0.7724136710166931,2,-0.1604683796564738,0.40077276848340837
11,guardian,About 200 injured in Iranian missile strikes near nuclear facility in Israel,https://www.theguardian.com/world/2026/mar/21/wounded-iranian-missile-strikes-southern-israel,-0.9855183561642964,0.011748353204949,0.9855183561642964,3,-0.8329001069068909,0.0332232292590327,0.8329001069068909,3,-0.2502937316894531,0.3539687899321971,0.5994885563850403,3,-0.2782953037274103,0.5271550104279424
12,guardian,"War has given Iran new leverage for nuclear programme, say US former envoys",https://www.theguardian.com/world/2026/apr/10/middle-east-crisis-has-given-iran-new-way-to-resist-nuclear-limits-say-former-us-iran-envoys,-0.9775674045085908,0.0176352560520172,0.9775674045085908,2,0.0,0.0,0.5106258392333984,2,0.0,0.0,0.7340231537818909,2,-0.15998869140942892,0.40059224763848694
13,guardian,Treaties to limit the proliferation of nuclear weapons are failing | Letters,https://www.theguardian.com/world/2026/feb/08/treaties-to-limit-the-proliferation-of-nuclear-weapons-are-failing,-0.9862187504768372,0.0,0.9862187504768372,1,0.0,0.0,0.6706779599189758,1,-0.6539121866226196,0.0,0.6539121866226196,1,-0.2733551561832428,0.43632334870686884
14,guardian,"France to increase nuclear arsenal and European weapons cooperation, Macron says",https://www.theguardian.com/world/2026/mar/02/france-increase-nuclear-arsenal-european-weapons-cooperation-macron-says,0.8994166652361552,0.0968667710591467,0.8994166652361552,3,0.1863693992296854,0.263566132001947,0.6479315161705017,3,0.0,0.0,0.8052105704943339,3,0.24103649458782236,0.3388045506213105
15,guardian,"Countries must seek energy independence through renewables and nuclear, says John Kerry",https://www.theguardian.com/world/2026/mar/11/energy-independence-renewables-nuclear-says-john-kerry-war-iran-oil,0.1716412007808685,0.8252196609973907,0.8252196609973907,2,0.0,0.0,0.756623387336731,2,0.2677044868469238,0.2677044868469238,0.6810487508773804,2,0.2553783059120178,0.3041286242612305
16,guardian,"US weighs sending forces into Iran to secure nuclear stockpile, reports say",https://www.theguardian.com/world/2026/mar/10/us-weighs-sending-forces-into-iran-to-secure-nuclear-stockpile-reports-say,-0.345474104086558,0.9148260287366488,0.9776642521222432,3,0.0,0.0,0.7733589808146158,3,0.0,0.0,0.7157491445541382,3,0.0948919874416818,0.42478985010583376
17,guardian,"Attacking Iran’s nuclear programme could drive it towards a bomb, experts warn",https://www.theguardian.com/world/2026/mar/04/us-israel-strikes-iran-nuclear-program-could-backfire,-0.0911566317081451,0.9055361449718476,0.9055361449718476,2,-0.6445082128047943,0.1148412525653839,0.6445082128047943,2,-0.2894741892814636,0.2894741892814636,0.6179116368293762,2,0.04745209217071535,0.5312184103041834
18,guardian,JD Vance says talks failed due to Iran’s refusal to give up nuclear programme,https://www.theguardian.com/world/2026/apr/12/jd-vance-says-no-deal-us-iran-pakistan-talks-islamabad,-0.8856852451960245,0.1484792170047209,0.8856852451960245,3,-0.5604447523752848,0.3965131945251681,0.8315001527468363,3,0.0,0.0,0.6784790953000387,3,-0.15018959767357007,0.4780091994599543
19,guardian,Miliband reveals plans that could mean nuclear power plants built near homes,https://www.theguardian.com/environment/2026/mar/13/nuclear-power-generation-uk-deregulation-plans-ed-miliband,-0.979299247264862,0.0150177478790283,0.979299247264862,2,0.0,0.0,0.800393283367157,2,0.0,0.0,0.6945161819458008,2,-0.16071358323097226,0.40106842643999074
